card_id,kiosk_name,dormant_proba,risk_level,top_category,trigger,message,bonus_sums,send_day,channel
CARD-01823,REGION-029,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-05408,REGION-009,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-04724,REGION-014,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-04970,REGION-033,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-03332,REGION-055,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-14762,REGION-068,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-17235,REGION-026,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-05333,REGION-058,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-07563,REGION-069,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-04766,REGION-017,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-16029,REGION-046,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-16067,REGION-046,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-12728,REGION-074,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-07201,REGION-047,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-01896,REGION-071,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-03323,REGION-046,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-06975,REGION-018,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-08009,REGION-016,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-01700,REGION-070,0.754,CRITICAL,Возвраты/отмены - Оплаты,general_cashback,"Кэшбэк 2% на все оплаты — больше транзакций, больше выгоды!",100,1,push + sms
CARD-16026,REGION-023,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-14595,REGION-046,0.754,CRITICAL,Снятие наличных в АТМ - Другие банки,atm_cashback,Кэшбэк 1% при снятии в других банкоматах!,50,1,push + sms
CARD-01611,REGION-068,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-00096,REGION-053,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-02555,REGION-046,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-07811,REGION-068,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-10239,REGION-002,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-03064,REGION-075,0.754,CRITICAL,Снятие наличных в АТМ - Другие банки,atm_cashback,Кэшбэк 1% при снятии в других банкоматах!,50,1,push + sms
CARD-11041,REGION-016,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-17094,REGION-018,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-10235,REGION-024,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-06826,REGION-018,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-03008,REGION-029,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-02991,REGION-059,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-09160,REGION-005,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-14927,REGION-023,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-08778,REGION-018,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-01538,REGION-011,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-12261,REGION-018,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-02937,REGION-057,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-01522,REGION-024,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-17265,REGION-054,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-05488,REGION-062,0.754,CRITICAL,Снятие наличных в АТМ - Kапитал Банк,atm_fee_waiver,Без комиссии на снятие в банкоматах Капитал Банк!,0,1,push + sms
CARD-10923,REGION-060,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-08662,REGION-018,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-14360,REGION-075,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-03187,REGION-013,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-04799,REGION-017,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-14370,REGION-036,0.754,CRITICAL,Снятие наличных в АТМ - Другие банки,atm_cashback,Кэшбэк 1% при снятии в других банкоматах!,50,1,push + sms
CARD-03159,REGION-067,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-07040,REGION-049,0.754,CRITICAL,Перевод внутри страны - списание,transfer_bonus,Бонус 1% на переводы другим — отправляйте с выгодой!,100,1,push + sms
CARD-14655,REGION-046,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-15606,REGION-033,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-01590,REGION-018,0.754,CRITICAL,Кэш кредит Nasiya - пополнение,nasiya_loyalty,Бонус 500 сум за регулярное погашение Nasiya!,500,1,push + sms
CARD-16680,REGION-071,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-02854,REGION-038,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-14449,REGION-009,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-06906,REGION-004,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-14451,REGION-046,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-00266,REGION-075,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-10787,REGION-063,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-12770,REGION-027,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-05033,REGION-067,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-16084,REGION-018,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-06990,REGION-059,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-03877,REGION-027,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-16760,REGION-058,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-07412,REGION-006,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-13592,REGION-069,0.754,CRITICAL,Перевод внутри страны - списание,transfer_bonus,Бонус 1% на переводы другим — отправляйте с выгодой!,100,1,push + sms
CARD-09021,REGION-046,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-03942,REGION-068,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-13612,REGION-055,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-03924,REGION-024,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-08249,REGION-035,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-04437,REGION-046,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-15232,REGION-018,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-09516,REGION-009,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-13823,REGION-003,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-09355,REGION-009,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-08506,REGION-030,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-07325,REGION-002,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-03815,REGION-035,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-02257,REGION-018,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-02392,REGION-018,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-08224,REGION-018,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-16788,REGION-070,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-06159,REGION-046,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-03730,REGION-034,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-17445,REGION-004,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-04406,REGION-046,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-13578,REGION-046,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-09466,REGION-046,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-17461,REGION-030,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-12530,REGION-018,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-05850,REGION-046,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-00702,REGION-010,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-04215,REGION-003,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-08459,REGION-024,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-10483,REGION-075,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-09401,REGION-074,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-15273,REGION-053,0.754,CRITICAL,Возвраты/отмены - Оплаты,general_cashback,"Кэшбэк 2% на все оплаты — больше транзакций, больше выгоды!",100,1,push + sms
CARD-05809,REGION-046,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-02171,REGION-008,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-00009,REGION-062,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-15415,REGION-038,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-13300,REGION-018,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-04069,REGION-009,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-04394,REGION-070,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-13534,REGION-046,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-07360,REGION-018,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-07352,REGION-064,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-00791,REGION-019,0.754,CRITICAL,Возвраты/отмены - Оплаты,general_cashback,"Кэшбэк 2% на все оплаты — больше транзакций, больше выгоды!",100,1,push + sms
CARD-12540,REGION-018,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-03726,REGION-042,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-03789,REGION-057,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-01058,REGION-074,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-01967,REGION-053,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-15142,REGION-033,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-15311,REGION-068,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-09298,REGION-046,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-06309,REGION-073,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-01061,REGION-019,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-02319,REGION-054,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-14043,REGION-063,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-11437,REGION-074,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-14075,REGION-057,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-08130,REGION-002,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-00476,REGION-046,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-04528,REGION-046,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-09664,REGION-061,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-04608,REGION-053,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-09694,REGION-018,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-03486,REGION-005,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-01154,REGION-046,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-01940,REGION-046,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-10312,REGION-011,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-12425,REGION-051,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-03439,REGION-024,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-09037,REGION-070,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-01032,REGION-068,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-02747,REGION-024,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-13990,REGION-018,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-05729,REGION-018,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-11494,REGION-046,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-03661,REGION-019,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-01008,REGION-018,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-13915,REGION-046,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-05172,REGION-006,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-13939,REGION-069,0.754,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-15461,REGION-068,0.754,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-04526,REGION-067,0.754,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-02544,REGION-040,0.737,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-02706,REGION-064,0.737,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-02379,REGION-068,0.737,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-05205,REGION-025,0.737,CRITICAL,Пополнение через АТМ - Kапитал Банк,atm_fee_waiver,Без комиссии на пополнение через банкомат Капитал Банк!,0,1,push + sms
CARD-05373,REGION-042,0.737,CRITICAL,Перевод внутри страны - пополнение,transfer_bonus,Бонус 1% на входящие переводы — получайте выгоду!,100,1,push + sms
CARD-05279,REGION-066,0.737,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-07363,REGION-036,0.737,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-15122,REGION-053,0.737,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-05345,REGION-004,0.737,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-15117,REGION-009,0.737,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-05230,REGION-034,0.737,CRITICAL,Пополнение через АТМ - Kапитал Банк,atm_fee_waiver,Без комиссии на пополнение через банкомат Капитал Банк!,0,1,push + sms
CARD-12692,REGION-034,0.737,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-05228,REGION-054,0.737,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-02669,REGION-057,0.737,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-05200,REGION-023,0.737,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-15163,REGION-057,0.737,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-02355,REGION-027,0.737,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-15144,REGION-008,0.737,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-15019,REGION-027,0.737,CRITICAL,Оффлайн оплаты,cashback_offline,Кэшбэк 3% на оплаты в магазинах — платите картой!,150,1,push + sms
CARD-07141,REGION-023,0.737,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
CARD-14923,REGION-028,0.737,CRITICAL,Онлайн оплаты,cashback_online,Кэшбэк 4% на онлайн-оплаты — совершайте покупки онлайн!,200,1,push + sms
